show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s576,Movie,Secret Harbor 575,Raj,"Actor A, Actor B, Actor C",United States,"April 1, 2021",2009,TV-Y,107 min,"Romantic Movies, Dramas",A comedic look at everyday life gone hilariously wrong.
s577,TV Show,Dark Storm 576,Sofia Smith,"Actor A, Actor B, Actor C",India,"September 1, 2017",2009,TV-MA,2 Seasons,"Kids' TV, Stand-Up Comedy",A comedic look at everyday life gone hilariously wrong.
s578,Movie,Hidden Legacy 577,Fatima Khan,"Actor A, Actor B, Actor C",Spain,,2019,R,84 min,"Anime Series, International Movies",A comedic look at everyday life gone hilariously wrong.
s579,TV Show,Midnight Journey 578,,"Actor A, Actor B, Actor C",,"September 3, 2016",2004,PG,8 Seasons,Romantic Movies,A comedic look at everyday life gone hilariously wrong.
s580,Movie,Final Shadows 579,Fatima Sharma,"Actor A, Actor B, Actor C",Japan,"August 3, 2019",2009,PG,81 min,Stand-Up Comedy,A gripping tale that follows an unlikely hero through unexpected challenges.
s581,Movie,Wild Harbor 580,Fatima Tanaka,Cast info not available,India,,2015,TV-MA,133 min,Crime TV Shows,A dark secret from the past threatens to destroy everything.
s582,Movie,Bright City 581,Emma Tanaka,"Actor A, Actor B, Actor C",,"January 6, 2017",1999,PG,167 min,"International Movies, Crime TV Shows",A dark secret from the past threatens to destroy everything.
s583,Movie,Dark City 582,Kenji Johnson,"Actor A, Actor B, Actor C",Japan,"September 23, 2020",2017,,109 min,"Dramas, Kids' TV",Friends and family come together to face a life-changing event.
s584,Movie,Hidden Shadows 583,Sofia Rossi,"Actor A, Actor B, Actor C",Australia,"March 18, 2020",2017,TV-G,162 min,Horror Movies,A dark secret from the past threatens to destroy everything.
s585,TV Show,Golden Shadows 584,Kenji Chen,"Actor A, Actor B, Actor C",United Kingdom,"June 1, 2018",2015,TV-14,5 Seasons,Romantic Movies,An ambitious journey across continents tests the limits of loyalty.
s586,Movie,Last Echo 585,Raj Chen,"Actor A, Actor B, Actor C",Japan,"January 17, 2017",2013,,102 min,Documentaries,Friends and family come together to face a life-changing event.
s587,Movie,Last Legacy 586,Emma Tanaka,Cast info not available,United States,"December 4, 2020",2015,TV-Y,74 min,"International Movies, Documentaries",Friends and family come together to face a life-changing event.
s588,Movie,Wild Frontier,Kenji Tanaka,"Actor A, Actor B, Actor C",Spain,"July 12, 2020",2016,TV-MA,108 min,"Dramas, Kids' TV",A mystery unfolds in a small town when a stranger arrives.
s589,Movie,Endless City 588,Raj Johnson,"Actor A, Actor B, Actor C",United Kingdom,"December 2, 2017",2019,TV-14,171 min,"International Movies, Action & Adventure",A gripping tale that follows an unlikely hero through unexpected challenges.
s590,Movie,Bright Signal 589,Fatima Garcia,"Actor A, Actor B, Actor C",Brazil,"February 3, 2017",2008,,156 min,"Comedies, Romantic Movies",A comedic look at everyday life gone hilariously wrong.
s591,TV Show,Golden Storm 590,Wei Tanaka,"Actor A, Actor B, Actor C",United States,"March 4, 2018",2008,TV-14,7 Seasons,"Comedies, International Movies",A comedic look at everyday life gone hilariously wrong.
s592,Movie,Forgotten Legacy,,Cast info not available,Spain,"August 12, 2019",2013,TV-MA,111 min,Comedies,A comedic look at everyday life gone hilariously wrong.
s593,Movie,Golden Paradise 592,Kenji Sharma,"Actor A, Actor B, Actor C",India,"August 13, 2016",2002,PG-13,105 min,"Comedies, Dramas",An ambitious journey across continents tests the limits of loyalty.
s594,Movie,Bright Frontier 593,,Cast info not available,Australia,"October 10, 2021",2018,PG-13,171 min,International Movies,A mystery unfolds in a small town when a stranger arrives.
s595,Movie,Bright Paradise 594,Carlos Khan,"Actor A, Actor B, Actor C",South Korea,"December 17, 2018",2016,PG,132 min,Anime Series,A comedic look at everyday life gone hilariously wrong.
s596,Movie,Lost Shadows 595,Liam Smith,Cast info not available,,"October 20, 2018",2013,PG,102 min,Dramas,A dark secret from the past threatens to destroy everything.
s597,TV Show,Final Journey 596,Sofia Sharma,"Actor A, Actor B, Actor C",Spain,"February 20, 2016",2005,,3 Seasons,Sci-Fi & Fantasy,A gripping tale that follows an unlikely hero through unexpected challenges.
s598,Movie,Lost Signal 597,,"Actor A, Actor B, Actor C",France,,2006,TV-Y,75 min,Dramas,A mystery unfolds in a small town when a stranger arrives.
s599,TV Show,Bright Kingdom 598,Raj Rossi,"Actor A, Actor B, Actor C",India,,2008,TV-MA,1 Seasons,"Horror Movies, Kids' TV",A dark secret from the past threatens to destroy everything.
s600,Movie,Broken Harbor 599,,"Actor A, Actor B, Actor C",Spain,"July 14, 2021",2013,TV-MA,70 min,"Horror Movies, Documentaries",A dark secret from the past threatens to destroy everything.
s447,TV Show,Endless Shadows 446,Sofia Johnson,"Actor A, Actor B, Actor C",France,"April 17, 2018",2018,PG-13,8 Seasons,Romantic Movies,An ambitious journey across continents tests the limits of loyalty.
s405,TV Show,Endless Empire,Fatima Garcia,"Actor A, Actor B, Actor C",South Korea,"May 7, 2018",2002,TV-14,7 Seasons,"Romantic Movies, Stand-Up Comedy",An ambitious journey across continents tests the limits of loyalty.
s510,Movie,Hidden Shadows 509,Fatima Sharma,"Actor A, Actor B, Actor C",South Korea,"December 24, 2019",2006,PG-13,161 min,Stand-Up Comedy,A dark secret from the past threatens to destroy everything.
s456,Movie,Broken Signal 455,Sofia Johnson,"Actor A, Actor B, Actor C",Australia,"January 22, 2021",1999,PG-13,76 min,"Comedies, International Movies",An ambitious journey across continents tests the limits of loyalty.
s202,TV Show,Endless Kingdom 201,Carlos Garcia,"Actor A, Actor B, Actor C",Canada,"November 13, 2021",2003,,3 Seasons,Horror Movies,An ambitious journey across continents tests the limits of loyalty.
s24,TV Show,Forgotten Storm 23,Kenji Rossi,"Actor A, Actor B, Actor C",Germany,"June 21, 2017",2017,TV-14,8 Seasons,"Horror Movies, International Movies",A dark secret from the past threatens to destroy everything.
s416,Movie,Secret Shadows 415,,"Actor A, Actor B, Actor C",South Korea,"December 25, 2020",2000,TV-PG,90 min,"Romantic Movies, Kids' TV",A gripping tale that follows an unlikely hero through unexpected challenges.
s549,TV Show,Golden Storm 548,Raj Rossi,"Actor A, Actor B, Actor C",Spain,"February 10, 2020",2010,PG-13,4 Seasons,Action & Adventure,An ambitious journey across continents tests the limits of loyalty.
